,event_id,index,match_id,frame_start,frame_end,frame_physical_start,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_player_possession_frame_end,associated_player_possession_end_type_id,associated_player_possession_end_type,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,consecutive_on_ball_engagements,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_distance_to_goal_start,player_targeted_distance_to_goal_end,player_targeted_angle_to_goal_start,player_targeted_angle_to_goal_end,player_targeted_average_speed,player_targeted_speed_avg_band_id,player_targeted_speed_avg_band,speed_difference,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,n_player_targeted_opponents_ahead_start,n_player_targeted_opponents_ahead_end,n_player_targeted_teammates_ahead_start,n_player_targeted_teammates_ahead_end,n_player_targeted_teammates_within_5m_start,n_player_targeted_teammates_within_5m_end,n_player_targeted_opponents_within_5m_start,n_player_targeted_opponents_within_5m_end,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_distance_start,interplayer_distance_end,interplayer_distance_min,interplayer_distance_start_physical,close_at_player_possession_start,interplayer_angle,interplayer_direction_id,interplayer_direction,angle_of_engagement,goal_side_start,goal_side_end,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_simultaneous_passing_options,passing_option_at_pass_moment,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,pressing_chain,pressing_chain_length,pressing_chain_end_type_id,pressing_chain_end_type,pressing_chain_index,index_in_pressing_chain,simultaneous_defensive_engagement_same_target,simultaneous_defensive_engagement_same_target_rank,affected_line_breaking_passing_option_id,affected_line_break_id,affected_line_break,affected_line_breaking_passing_option_attempted,affected_line_breaking_passing_option_xthreat,affected_line_breaking_passing_option_dangerous,affected_line_breaking_passing_option_run_subtype_id,affected_line_breaking_passing_option_run_subtype,possession_danger,beaten_by_possession,beaten_by_movement,stop_possession_danger,reduce_possession_danger,force_backward,xloss_player_possession_start,xloss_player_possession_end,xloss_player_possession_max,xshot_player_possession_start,xshot_player_possession_end,xshot_player_possession_max,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
0,8_0,0,1533114,102,102,,00:09.2,00:09.2,0,9,0.0,1,1,left_to_right,8,player_possession,,,23388,M. Cauteruccio,19,CF,,,,,1635,SP Cristal,2.39,-0.07,3,center,2,middle_third,False,2.39,-0.07,3,center,2,middle_third,False,,,,,,,,,3,drawing,0,0,0,1.0,True,False,False,True,4.0,True,1,create,9,medium_block,9.0,medium_block,1.0,create,,,,,,,,,False,False,0.0,90.0,3.0,sideway_left,,,,,,4.68,4.68,0.0,18.8,18.8,16.41,16.41,0.0,33.7,33.7,0.0,True,True,13.0,unknown,1.0,pass,,True,False,False,False,False,False,False,,,,,,,1.0,successful,,,38632.0,M. TÃ¡vara,12.0,LM,-7.98,2.77,3.0,center,2.0,middle_third,False,-8.35,4.64,3.0,center,2.0,middle_third,False,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99,1.0,short,164.96,2.0,backward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,True,True
1,8_1,1,1533114,112,112,,00:10.2,00:10.2,0,10,0.0,1,1,left_to_right,8,player_possession,,,38632,M. TÃ¡vara,12,LM,,,,,1635,SP Cristal,-8.29,4.92,3,center,2,middle_third,False,-8.29,4.92,3,center,2,middle_third,False,,,,,,,,,3,drawing,0,0,0,2.0,False,False,False,False,4.0,True,1,create,9,medium_block,9.0,medium_block,1.0,create,,,,,,,,,False,False,0.0,89.55,3.0,sideway_left,,,,,,6.21,6.21,0.0,18.37,18.37,26.66,26.66,0.0,34.13,34.13,0.0,False,False,1.0,pass_reception,1.0,pass,,True,False,False,False,False,False,False,164.96,2.0,backward,10.99,1.0,short,1.0,successful,7_1,False,43746.0,J. Grimaldo,19.0,CF,10.66,22.05,1.0,wide_left,2.0,middle_third,False,10.11,27.99,1.0,wide_left,2.0,middle_third,False,,,,,,,,,0.8101,False,0.0033,False,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,4.0,4.0,,,,,,,,,True,532.0,3.0,True,,,False,,,False,,,1.0,first,2.0,around,25.54,2.0,medium,,,,,,42.11,1.0,forward,,,,14.63,1.0,short,43.39,1.0,forward,True,10.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,False
2,7_0,2,1533114,112,112,,00:10.2,00:10.2,0,10,0.0,1,1,left_to_right,7,passing_option,,,28636,N. Pasquini,2,LB,38632.0,M. TÃ¡vara,12.0,LM,1635,SP Cristal,-16.65,22.81,1,wide_left,2,middle_third,False,-16.65,22.81,1,wide_left,2,middle_third,False,8_1,112.0,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,100.98,3.0,sideway_left,False,False,,,,18.64,18.64,0.0,18.37,18.37,35.02,35.02,0.0,34.13,34.13,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,532.0,3.0,False,,,False,,,False,,,,,,,19.75,2.0,medium,,,,,,115.05,3.0,sideway_left,,,,,,,,,,False,10.0,10.0,0.0,1.0,behind,1.0,behind,19.75,19.75,-8.29,4.92,3.0,center,2.0,middle_third,False,-8.29,4.92,3.0,center,2.0,middle_third,False,False,False,,False,False,0.0002,0.9969,0.8485,True,112.0,True,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False
3,7_1,3,1533114,112,112,,00:10.2,00:10.2,0,10,0.0,1,1,left_to_right,7,passing_option,,,43746,J. Grimaldo,19,CF,38632.0,M. TÃ¡vara,12.0,LM,1635,SP Cristal,10.66,22.05,1,wide_left,2,middle_third,False,10.66,22.05,1,wide_left,2,middle_third,False,8_1,112.0,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.0,141.79,2.0,backward,False,False,,,,7.86,5.61,-2.25,18.37,18.37,7.71,7.71,0.0,34.13,34.13,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,532.0,3.0,True,2.0,around,False,,,False,,,1.0,first,2.0,around,25.54,2.0,medium,,,,,,42.11,1.0,forward,,,,14.63,1.0,short,43.39,1.0,forward,True,10.0,6.0,4.0,3.0,ahead,3.0,ahead,25.54,25.54,-8.29,4.92,3.0,center,2.0,middle_third,False,-8.29,4.92,3.0,center,2.0,middle_third,False,True,True,True,False,False,0.0033,0.8101,0.6652,True,112.0,True,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,True
4,1_0,4,1533114,123,144,,00:11.3,00:13.4,0,11,2.1,1,1,left_to_right,1,off_ball_run,9.0,support,38632,M. TÃ¡vara,12,LM,43746.0,J. Grimaldo,19.0,CF,1635,SP Cristal,-6.24,8.27,3,center,2,middle_third,False,1.93,13.12,2,half_space_left,2,middle_third,False,8_2,139.0,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,9.16,30.69,1.0,forward,True,False,16.34,2.0,running,4.24,6.52,2.28,18.3,23.26,24.54,21.33,-3.21,34.2,29.24,-4.96,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,behind,1.0,behind,22.14,18.25,9.66,23.67,1.0,wide_left,2.0,middle_third,False,10.59,29.19,1.0,wide_left,2.0,middle_third,False,False,False,,False,False,0.0025,0.921,0.7448,True,,False,1.0,False,,,,False,,,9.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,
5,1_1,5,1533114,126,153,,00:11.6,00:14.3,0,11,2.7,1,1,left_to_right,1,off_ball_run,8.0,run_ahead_of_the_ball,69642,J. AlarcÃ³n,16,LW,43746.0,J. Grimaldo,19.0,CF,1635,SP Cristal,6.64,9.04,3,center,2,middle_third,False,16.64,17.15,2,half_space_left,2,middle_third,False,8_2,139.0,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,12.56,39.04,1.0,forward,True,False,17.22,2.0,running,2.95,2.78,-0.18,18.55,25.43,11.91,8.79,-3.12,33.95,27.07,-6.88,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,same_line,3.0,ahead,15.65,13.61,9.54,24.42,1.0,wide_left,2.0,middle_third,False,11.8,29.87,1.0,wide_left,2.0,middle_third,False,True,True,False,False,False,0.0084,0.947,0.9494,True,,False,1.0,False,,,,False,,,4.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,
6,8_2,6,1533114,139,154,,00:12.9,00:14.4,0,12,1.5,1,1,left_to_right,8,player_possession,,,43746,J. Grimaldo,19,CF,,,,,1635,SP Cristal,10.11,27.99,1,wide_left,2,middle_third,False,12.03,29.76,1,wide_left,2,middle_third,False,,,,,,,,,3,drawing,0,0,0,3.0,False,False,False,False,4.0,True,1,create,9,medium_block,9.0,medium_block,1.0,create,,,,,,,,,False,False,2.89,42.67,1.0,forward,False,False,6.71,1.0,jogging,5.61,2.97,-2.64,22.01,25.68,11.9,13.65,1.75,30.49,26.82,-3.67,False,False,1.0,pass_reception,1.0,pass,,False,False,True,False,False,False,False,43.39,1.0,forward,14.63,1.0,short,1.0,successful,7_3,False,69642.0,J. AlarcÃ³n,16.0,LW,16.83,17.51,2.0,half_space_left,2.0,middle_third,False,18.1,20.52,1.0,wide_left,3.0,attacking_third,False,,,,,,,,,0.947,False,0.0084,False,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,,,,,,,,,True,541.0,2.0,,,,False,,,False,,,,,,,13.16,1.0,short,,,,,,-68.6,4.0,sideway_right,,,,9.6,1.0,short,-77.73,4.0,sideway_right,True,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,False
7,7_2,7,1533114,139,151,,00:12.9,00:14.1,0,12,1.2,1,1,left_to_right,7,passing_option,,,28636,N. Pasquini,2,LB,43746.0,J. Grimaldo,19.0,CF,1635,SP Cristal,-11.24,27.78,1,wide_left,2,middle_third,False,-7.73,29.21,1,wide_left,2,middle_third,False,8_2,139.0,,,,,,,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,3.79,22.17,1.0,forward,False,False,11.41,1.0,jogging,14.75,15.51,0.76,22.01,24.94,33.25,32.67,-0.58,30.49,27.56,-2.93,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,541.0,2.0,,,,False,,,False,,,,,,,19.6,2.0,medium,,,,,,-177.43,2.0,backward,,,,,,,,,,False,6.0,10.0,-4.0,1.0,behind,1.0,behind,21.35,19.17,10.11,27.99,1.0,wide_left,2.0,middle_third,False,11.42,29.97,1.0,wide_left,2.0,middle_third,False,False,False,,False,False,0.0006,0.987,0.7814,True,148.0,True,,,,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,False
8,7_3,8,1533114,146,154,,00:13.6,00:14.4,0,13,0.8,1,1,left_to_right,7,passing_option,,,69642,J. AlarcÃ³n,16,LW,43746.0,J. Grimaldo,19.0,CF,1635,SP Cristal,14.72,14.78,2,half_space_left,2,middle_third,False,16.83,17.51,2,half_space_left,2,middle_third,False,8_2,139.0,,,,1_1,8.0,run_ahead_of_the_ball,3,drawing,0,0,0,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,3.47,52.3,3.0,sideway_left,False,False,15.62,2.0,running,4.95,2.78,-2.17,23.72,25.68,9.0,8.85,-0.15,28.78,26.82,-1.96,True,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,541.0,2.0,,,,False,,,False,,,,,,,13.16,1.0,short,,,,,,-68.6,4.0,sideway_right,,,,9.6,1.0,short,-77.73,4.0,sideway_right,True,7.0,4.0,3.0,3.0,ahead,3.0,ahead,15.28,13.16,10.79,29.55,1.0,wide_left,2.0,middle_third,False,12.03,29.76,1.0,wide_left,2.0,middle_third,False,True,True,False,False,False,0.0084,0.947,0.9494,True,154.0,False,,,,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,False
9,9_1,9,1533114,148,154,148.0,00:13.8,00:14.4,0,13,0.6,1,2,right_to_left,9,on_ball_engagement,15.0,other,11871,A. Polo,7,RWB,43746.0,J. Grimaldo,19.0,CF,1650,Universitario,-15.26,-28.52,5,wide_right,2,middle_third,False,-14.93,-29.13,5,wide_right,2,middle_third,False,8_2,139.0,154.0,1.0,pass,,,,3,drawing,0,0,0,,,,,,,True,1,create,9,medium_block,,,,,,,,,,,,,False,False,0.7,-61.59,4.0,sideway_right,,,4.05,1.0,jogging,,,,-24.2,-25.68,8.94,10.75,1.81,28.3,26.82,-1.48,,,,,,,False,,,,,,,,,,,,,,,,,,43746.0,J. Grimaldo,19.0,CF,,,,,,,,,,,,,,,51.1,50.23,144.31,143.67,6.8,1.0,jogging,-2.75,,,,,,,,,,,,,,,,,,,,4.0,5.0,6.0,7.0,3.0,3.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,4.45,2.97,2.97,4.45,False,,,,67.88,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,True,1.0,,,,,,,,,False,False,False,False,False,False,0.207,0.282,0.282,0.001,0.003,0.003,True,True,True,True,
